Battle vs. Chess;X360;NULL;0,03;NULL
Battle Worlds: Kronos;PC;Strategy;0,01;71
Battleborn;PC;Action;0,07;69
Battleborn;PS4;Action;0,22;68
Battleborn;XOne;Action;0,13;71
BattleBots: Beyond the BattleBox;GBA;NULL;0,06;53
Battlebots: Design & Destroy;GBA;NULL;0,44;NULL
Battlefield 1942;PC;NULL;0,03;89
Battlefield 1942: The WW II Anthology;PC;NULL;0,03;NULL
Battlefield 2;PC;NULL;0,08;91
Battlefield 2: Modern Combat;PS2;NULL;0,44;80
Battlefield 2: Modern Combat;X360;NULL;0,41;77
Battlefield 2: Modern Combat;XB;NULL;0,56;NULL
Battlefield 2: Modern Combat(JP sales);PS2;NULL;0,02;NULL
Battlefield 2142;PC;NULL;0,03;80
Battlefield 3;PC;NULL;2,79;89
Battlefield 3;PS3;NULL;7,23;85
Battlefield 3;X360;NULL;7,34;84
Battlefield 4;PC;NULL;1,4;81
Battlefield 4;PS3;NULL;3,69;80
Battlefield 4;PS4;NULL;3,43;85
Battlefield 4;X360;NULL;3,53;79
Battlefield 4;XOne;NULL;1,98;81
Battlefield Vietnam;PC;NULL;0,03;84
Battlefield: Bad Company;PS3;NULL;1,35;84
Battlefield: Bad Company;X360;NULL;1,46;83
Battlefield: Bad Company 2;PC;NULL;0,71;87
Battlefield: Bad Company 2;PS3;NULL;2,97;88
Battlefield: Bad Company 2;X360;NULL;3,48;88
Battlefield: Hardline;PC;NULL;0,14;NULL
Battlefield: Hardline;PS3;NULL;0,49;NULL
Battlefield: Hardline;PS4;NULL;2,09;NULL
Battlefield: Hardline;X360;NULL;0,34;NULL
Battlefield: Hardline;XOne;NULL;1,2;NULL
BattleForge;PC;NULL;0,01;75
Battles of Prince of Persia;DS;NULL;0,12;64
Battleship / Connect Four / Sorry! / Trouble;DS;NULL;0,05;NULL
Battlestar Galactica;PS2;NULL;0,16;66
Battlestar Galactica;XB;NULL;0,08;NULL
Battlestations: Midway;PC;Action;0,01;76
Battlestations: Midway;X360;Action;0,26;73
Battlestations: Pacific;PC;NULL;0,03;74
Battlestations: Pacific;X360;NULL;0,33;76
BattleTanx;N64;NULL;0,33;NULL
BattleTanx: Global Assault;N64;NULL;0,39;NULL
Battlezone;2600;NULL;0,62;NULL
Battlezone;PSP;NULL;0,03;57
Battlezone: Rise of the Black Dogs;N64;NULL;0,07;NULL
Bayonetta;PS3;Adventure / Action;1,23;87
Bayonetta;X360;Adventure / Action;0,94;90
Bayonetta 2;WiiU;NULL;1,01;91
BCFX: The Black College Football Xperience The Doug Williams Edition;X360;NULL;0,16;NULL
Beach Spikers: Virtua Beach Volleyball;GC;NULL;0,1;76
Beamrider;2600;NULL;0,27;NULL
Beastly;Wii;NULL;0,03;NULL
Beastly Frantic Foto;DS;NULL;0,05;NULL
Beat City;DS;NULL;0,07;70
Beat Down: Fists of Vengeance;PS2;NULL;0,17;48
Beat Sketch!;PS3;NULL;0,08;NULL
Beatdown: Fists of Vengeance;XB;NULL;0,04;NULL
Beaterator;PSP;NULL;0,09;80
Beatmania;PS;NULL;1,09;NULL
Beatmania;PS2;NULL;0,07;67
BeatMania Append 3rdMix;PS;NULL;0,6;NULL
BeatMania Append 4thMix: The beat goes on;PS;NULL;0,29;NULL
BeatMania Append GottaMix;PS;NULL;0,33;NULL
BeatMania IIDX 11: IIDX Red;PS2;NULL;0,02;NULL
BeatMania IIDX 13: DistorteD;PS2;NULL;0,03;NULL
BeatMania IIDX 14 Gold;PS2;NULL;0,03;NULL
BeatMania IIDX 15: DJ Troopers;PS2;NULL;0,03;NULL
BeatMania IIDX 16: Empress + Premium Best;PS2;NULL;0,04;NULL
BeatMania IIDX 3rd Style;PS2;NULL;0,05;NULL
BeatMania IIDX 4th Style: New Songs Collection;PS2;NULL;0,05;NULL
Beautiful Katamari;X360;NULL;0,32;73
Bee Movie Game;DS;NULL;0,45;58
Bee Movie Game;PS2;NULL;0,1;65
Bee Movie Game;Wii;NULL;0,34;62
Bee Movie Game;X360;NULL;0,17;71
Beetle Adventure Racing!;N64;NULL;0,62;NULL
Beijing 2008;PS3;NULL;0,87;NULL
Beijing 2008;X360;NULL;0,59;NULL
Bejeweled 2 Deluxe;PC;NULL;0,02;NULL
Bejeweled 3;DS;NULL;0,36;75
Bejeweled 3;PC;NULL;0,08;82
Bejeweled 3;PS3;NULL;0,14;76
Bejeweled 3;X360;NULL;0,14;78
Bejeweled Blitz;PC;NULL;0,02;NULL
Bejeweled Twist;DS;Strategy / Casual;0,1;77
Bejeweled Twist;PC;Strategy / Casual;0,05;78
Bella Sara;DS;NULL;0,09;NULL
Bella Sara 2 - The Magic of Drasilmare;3DS;NULL;0,02;NULL
Ben 10 Alien Force: Vilgax Attacks;DS;NULL;0,42;NULL
Ben 10 Alien Force: Vilgax Attacks;PS2;NULL;0,29;NULL
Ben 10 Alien Force: Vilgax Attacks;PSP;NULL;0,42;NULL
Ben 10 Alien Force: Vilgax Attacks;Wii;NULL;0,44;65
Ben 10 Alien Force: Vilgax Attacks;X360;NULL;0,22;61
Ben 10 Galactic Racing;3DS;NULL;0,13;NULL
Ben 10 Galactic Racing;DS;NULL;0,14;NULL
Ben 10 Galactic Racing;PS3;NULL;0,09;NULL
Ben 10 Galactic Racing;PSV;NULL;0,05;NULL
Ben 10 Galactic Racing;Wii;NULL;0,13;NULL
Ben 10 Galactic Racing;X360;NULL;0,1;NULL
Ben 10 Omniverse 2;3DS;NULL;0,02;NULL
Ben 10 Omniverse 2;X360;NULL;0,01;NULL
Ben 10 Triple Pack;DS;NULL;0,27;NULL
Ben 10 Ultimate Alien: Cosmic Destruction;DS;NULL;0,32;NULL
Ben 10 Ultimate Alien: Cosmic Destruction;PS2;NULL;0,22;NULL
Ben 10 Ultimate Alien: Cosmic Destruction;PS3;NULL;0,25;NULL
Ben 10 Ultimate Alien: Cosmic Destruction;PSP;NULL;0,24;NULL
Ben 10 Ultimate Alien: Cosmic Destruction;Wii;NULL;0,29;NULL
Ben 10 Ultimate Alien: Cosmic Destruction;X360;NULL;0,18;51
Ben 10: Alien Force;DS;NULL;0,95;NULL
Ben 10: Alien Force;PS2;NULL;0,57;NULL
Ben 10: Alien Force;PSP;NULL;0,59;NULL
Ben 10: Alien Force;Wii;NULL;0,81;45
Ben 10: Protector of Earth;DS;NULL;1,7;NULL
Ben 10: Protector of Earth;PS2;NULL;0,84;NULL
Ben 10: Protector of Earth;PSP;NULL;0,72;60
Ben 10: Protector of Earth;Wii;NULL;1,23;63
Bentley's Hackpack;GBA;NULL;0,93;NULL
Beowulf: The Game;PS3;NULL;0,16;51
Beowulf: The Game;PSP;NULL;0,09;44
Beowulf: The Game;X360;NULL;0,4;51
Berzerk;2600;NULL;0,73;NULL
Best Friends Tonight;DS;NULL;0,03;NULL
Best Of Tests;DS;NULL;0,01;NULL
Betty Boop's Double Shift;DS;NULL;0,03;NULL
Beyblade Evolution;3DS;NULL;0,03;NULL
Beyblade G-Revolution;GBA;NULL;0,2;40
BeyBlade VForce: Super Tournament Battle;GC;NULL;0,21;33
Beyblade VForce: Ultimate Blader Jam;GBA;NULL;0,73;NULL
Beyblade: Metal Fusion;DS;NULL;0,26;36
Beyblade: Metal Fusion - Battle Fortress;Wii;NULL;0,2;39
Beyblade: Metal Masters;DS;NULL;0,28;65
Beyond Good & Evil;GC;NULL;0,07;87
Beyond Good & Evil;PS2;NULL;0,33;86
Beyond Good & Evil;XB;NULL;0,1;NULL
Beyond Oasis;GEN;NULL;0,05;NULL
Beyond The Beyond;PS;NULL;0,57;NULL
Beyond the Labyrinth;3DS;NULL;0,03;NULL
Beyond: Two Souls;PS3;NULL;1,79;70
Bicycle Casino 2005;XB;NULL;0,23;NULL
Big Air;PS;NULL;0,19;NULL
Big Air Freestyle;GC;NULL;0,05;56
Big Bang Mini;DS;NULL;0,06;78
Big Bass Fishing;PS;NULL;0,02;NULL
Big Bass World Championship;PS;NULL;0,36;NULL
Big Beach Sports;Wii;NULL;1,67;44
Big Beach Sports 2;Wii;NULL;0,23;NULL
Big Brain Academy;DS;NULL;6,67;74
Big Brain Academy: Wii Degree;Wii;NULL;3,82;68
Big Family Games;Wii;NULL;0,23;NULL
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum;SAT;NULL;0,03;NULL
Big Idea's VeggieTales: LarryBoy and the Bad Apple;GBA;NULL;0,02;NULL
Big Idea's VeggieTales: LarryBoy and the Bad Apple;PS2;NULL;0,02;NULL
Big League Sports;Wii;NULL;0,1;NULL
Big League Sports;X360;NULL;0,21;NULL
Big League Sports: Summer;DS;NULL;0,11;NULL
Big League Sports: Summer;Wii;NULL;0,09;NULL
Big Mountain 2000;N64;NULL;0,03;NULL
Big Mutha Truckers;GBA;NULL;0,04;NULL
Big Mutha Truckers;GC;NULL;0,08;63
Big Mutha Truckers;PS2;NULL;0,84;62
Big Mutha Truckers;XB;NULL;0,19;NULL
Big Mutha Truckers 2;PS2;NULL;0,2;51
Big Mutha Truckers 2;XB;NULL;0,07;NULL
Big Strike Bowling;PS;NULL;0,42;NULL
Bigfoot King of Crush;Wii;NULL;0,03;NULL
Bigfoot: Collision Course;DS;NULL;0,15;26
Bigfoot: Collision Course;Wii;NULL;0,32;NULL
Biker Mice from Mars;DS;NULL;0,03;NULL
Biker Mice from Mars;PS2;NULL;0,06;27
Bikkuriman Daijiten;DS;NULL;0,03;NULL
Billy Hatcher and the Giant Egg;GC;NULL;0,25;71
Billy the Wizard: Rocket Broomstick Racing;Wii;NULL;0,05;NULL
Billy's Boot Camp: Wii de Enjoy Diet!;Wii;NULL;0,07;NULL
Binary Domain;PS3;Action;0,33;72
Binary Domain;X360;Action;0,19;74
Binary Star;PSV;NULL;0,01;NULL
Bio FREAKS;N64;NULL;0,14;NULL
Bio FREAKS;PS;NULL;0,13;NULL
Biohazard: Revival Selection;PS3;NULL;0,18;NULL
Biohazard: Revival Selection;X360;NULL;0,03;NULL
Bionic Commando;PS3;Adventure / Action;0,37;71
Bionic Commando;X360;Adventure / Action;0,28;70
Bionicle;GBA;NULL;0,09;NULL
Bionicle;GC;NULL;0,21;47
Bionicle;PS2;NULL;0,43;51
Bionicle;XB;NULL;0,06;NULL
Bionicle Heroes;DS;NULL;0,06;72
Bionicle Heroes;GC;NULL;0,11;51
Bionicle Heroes;Wii;NULL;0,04;52
Bionicle Heroes;X360;NULL;0,07;59
Bionicle: Matoran Adventures;GBA;NULL;0,26;NULL
BioShock;PC;NULL;0,41;96
BioShock;PS3;NULL;1,45;94
BioShock;X360;NULL;2,83;96
BioShock 2;PC;NULL;0,24;88
BioShock 2;PS3;NULL;1,55;88
BioShock 2;X360;NULL;2,21;88
BioShock Infinite;PC;Action;0,67;94
BioShock Infinite;PS3;Action;1,76;94
BioShock Infinite;X360;Action;1,96;93
BioShock The Collection;PS4;NULL;0,2;NULL
BioShock The Collection;XOne;NULL;0,08;NULL
Birds of Steel;PS3;NULL;0,25;73
Birds of Steel;X360;NULL;0,16;77
Birthday Party Bash;Wii;NULL;0,32;NULL
Bishoujo Senshi Sailormoon R;SNES;NULL;0,27;NULL
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen;SNES;NULL;0,12;NULL
Bit.Trip Complete;Wii;NULL;0,1;84
Bit.Trip Saga;3DS;NULL;0,14;75
Black;PS2;NULL;1,25;79
Black;XB;NULL;0,42;NULL
Black & Bruised;GC;NULL;0,05;66
Black & Bruised;PS2;NULL;0,16;63
Black & White;PC;NULL;0,04;90
Black & White 2;PC;NULL;0,09;75
Black * Rock Shooter: The Game;PSP;NULL;0,15;NULL
Black Bass with Blue Marlin;PS;NULL;0,11;NULL
Black Cat;PS2;NULL;0,01;NULL
Black Dawn;PS;NULL;0,13;NULL
Black Jack vs. Matsudajun;PS;NULL;0,05;NULL
Black Mirror 2;PC;NULL;0,05;NULL
Black Rose Valkyrie;PS4;NULL;0,02;NULL
Black Sigil: Blade of the Exiled;DS;NULL;0,05;58
Black Stone: Magic & Steel;XB;NULL;0,04;NULL
Black/Matrix;SAT;NULL;0,08;NULL
BlackSite: Area 51;PS3;NULL;0,09;56
BlackSite: Area 51;X360;NULL;0,57;62
Blackthorne;GBA;NULL;0,01;67
Blackwater;X360;NULL;0,12;37
Blade Arcus from Shining EX;PS3;NULL;0,02;NULL
Blade Arcus from Shining EX;PS4;NULL;0,02;NULL
Blade Dancer: Lineage of Light;PSP;NULL;0,06;60
Blade II;PS2;NULL;0,31;49
Blade II;XB;NULL;0,13;NULL
Blades of Blood: Samurai Shodown III;PS;NULL;0,08;NULL
Blades of Time;PS3;Adventure / Action;0,1;53
Blades of Time;X360;Adventure / Action;0,11;52
Bladestorm: Nightmare;PS3;Action;0,03;NULL
Bladestorm: Nightmare;PS4;Action;0,16;58
Bladestorm: Nightmare;XOne;Action;0,05;48
Bladestorm: The Hundred Years' War;PS3;NULL;0,29;58
Bladestorm: The Hundred Years' War;X360;NULL;0,1;63
Blast Chamber;PS;NULL;0,1;NULL
Blast Corps;N64;NULL;0,71;90
Blast Lacrosse;PS;NULL;0,06;NULL
Blast Radius;PS;NULL;0,07;NULL
Blast Works: Build Trade Destroy;Wii;NULL;0,1;78
Blaster Master: Blasting Again;PS;NULL;0,25;NULL
Blasto;PS;NULL;0,35;NULL
BlazBlue: Calamity Trigger;PC;Action;0,01;NULL
BlazBlue: Calamity Trigger;PS3;Action;0,58;87
BlazBlue: Calamity Trigger;X360;Action;0,36;86
BlazBlue: Calamity Trigger Portable;PSP;NULL;0,11;82
BlazBlue: Chrono Phantasma;PS3;NULL;0,29;83
BlazBlue: Chrono Phantasma;PSV;NULL;0,11;NULL
BlazBlue: Chrono Phantasma Extend;PS3;NULL;0,04;NULL
BlazBlue: Chrono Phantasma Extend;PS4;NULL;0,14;80
BlazBlue: Chrono Phantasma Extend;PSV;NULL;0,07;NULL
BlazBlue: Chrono Phantasma Extend;XOne;NULL;0,06;NULL
BlazBlue: Continuum Shift;PS3;NULL;0,41;87
BlazBlue: Continuum Shift;X360;NULL;0,32;85
BlazBlue: Continuum Shift Extend;PS3;Action;0,09;73
BlazBlue: Continuum Shift Extend;PSP;Action;0,01;NULL
BlazBlue: Continuum Shift Extend;PSV;Action;0,12;NULL
BlazBlue: Continuum Shift II;3DS;NULL;0,11;64
BlazBlue: Continuum Shift II;PSP;NULL;0,13;77
Blaze Union: Story to Reach the Future;PSP;NULL;0,03;NULL
Blazer Drive;DS;NULL;0,01;NULL
Blazing Angels 2: Secret Missions of WWII;PS3;NULL;0,15;70
Blazing Angels 2: Secret Missions of WWII;X360;NULL;0,14;72
Blazing Angels: Squadrons of WWII;PC;NULL;0,02;65
Blazing Angels: Squadrons of WWII;PS3;NULL;0,67;67
Blazing Angels: Squadrons of WWII;Wii;NULL;0,85;57
Blazing Angels: Squadrons of WWII;X360;NULL;0,42;66
Blazing Angels: Squadrons of WWII;XB;NULL;0,08;NULL
Blazing Dragons;PS;NULL;0,15;NULL
Blazing Heroes;SAT;NULL;0,3;NULL
Blazing Souls;PS2;NULL;0,02;NULL
Blazing Souls: Accelate;PSP;NULL;0,05;NULL
Bleach DS 4th: Flame Bringer;DS;NULL;0,03;NULL
Bleach GC: Tasogare Ni Mamieru Shinigami;GC;NULL;0,09;NULL
Bleach: Blade Battlers;PS2;NULL;0,05;NULL
Bleach: Blade Battlers 2nd;PS2;NULL;0,06;NULL
Bleach: Dark Souls;DS;NULL;0,15;82
Bleach: Dark Souls (JP sales);DS;NULL;0,1;NULL
Bleach: Erabareshi Tamashii;PS2;NULL;0,08;NULL
Bleach: Hanatareshi Yabou;PS2;NULL;0,07;NULL
Bleach: Heat the Soul;PSP;NULL;0,09;NULL
Bleach: Heat the Soul 3;PSP;NULL;0,07;NULL
Bleach: Heat the Soul 4;PSP;NULL;0,08;NULL
Bleach: Heat the Soul 5;PSP;NULL;0,08;NULL
Bleach: Heat the Soul 6;PSP;NULL;0,09;NULL
Bleach: Heat the Soul 7;PSP;NULL;0,08;NULL
Bleach: Shattered Blade;Wii;NULL;0,33;58
Bleach: Soul Carnival;PSP;NULL;0,05;NULL
Bleach: Soul Carnival 2;PSP;NULL;0,03;NULL
Bleach: Soul Resurreccion;PS3;NULL;0,5;58
Bleach: The 3rd Phantom;DS;NULL;0,2;59
Bleach: The Blade of Fate;DS;NULL;0,46;83
Bleach: Versus Crusade;Wii;NULL;0,06;NULL
Blender Bros.;GBA;NULL;0,02;73
Blinx 2: Masters of Time & Space;XB;NULL;0,15;NULL
Blinx: The Time Sweeper;XB;NULL;0,56;NULL
Blitz: Overtime;PSP;NULL;0,09;NULL
Blitz: The League;PS2;NULL;0,89;76
Blitz: The League;X360;NULL;0,16;69
Blitz: The League;XB;NULL;0,53;NULL
Blitz: The League II;PS3;NULL;0,16;62
Blitz: The League II;X360;NULL;0,1;68
Blitzkrieg 2 Anthology;PC;Strategy;0,01;NULL
Block Kuzushi;SNES;NULL;0,05;NULL
Block Party;Wii;NULL;0,16;NULL
Blokus Portable: Steambot Championship;PSP;NULL;0,03;51
Blood Bowl;PC;NULL;0,04;72
Blood Bowl;X360;NULL;0,17;61
Blood Bowl: Legendary Edition;PC;NULL;0,02;73
Blood Drive;PS3;NULL;0,07;47
Blood Drive;X360;NULL;0,11;40
Blood of Bahamut;DS;NULL;0,09;NULL
Blood Omen 2;GC;NULL;0,05;71
Blood Omen 2;PS2;NULL;0,39;67
Blood Omen 2;XB;NULL;0,19;NULL
Blood Omen: Legacy of Kain;PS;NULL;0,44;NULL
Blood Wake;XB;NULL;0,57;NULL
Blood Will Tell: Tezuka Osamu's Dororo;PS2;NULL;0,04;NULL
Blood: The Last Vampire (Joukan);PS2;NULL;0,09;NULL
Bloodborne;PS4;NULL;2,38;92
BloodRayne;GC;Action;0,11;73
BloodRayne;PS2;Action;0,42;75
BloodRayne;XB;Action;0,21;NULL
BloodRayne 2;PS2;Action;0,27;70
BloodRayne 2;XB;Action;0,15;NULL
Bloody Roar;PS;NULL;0,39;NULL
Bloody Roar 3;PS2;NULL;0,35;71
Bloody Roar 4;PS2;NULL;0,09;59
Bloody Roar Extreme;XB;NULL;0,04;NULL
Bloody Roar II;PS;NULL;0,46;NULL
Bloody Roar: Primal Fury;GC;NULL;0,18;75
BlowOut;PS2;Action;0,23;58
BlowOut;XB;Action;0,05;NULL
Blue Breaker: Ken Yorimo Hohoemi o;PCFX;NULL;0,03;NULL
Blue Dragon;X360;NULL;0,92;79
Blue Dragon Plus;DS;NULL;0,22;69
Blue Dragon: Awakened Shadow;DS;NULL;0,1;63
Blue Roses: Yousei to Aoi Hitomi no Senshitachi;PSP;NULL;0,04;NULL
Blue Stinger;DC;NULL;0,1;NULL
Blue's Clues: Blue's Big Musical;PS;NULL;0,5;NULL
Blues Brothers 2000;N64;NULL;0,05;32
Blur;PC;NULL;0,06;81
Blur;PS3;NULL;0,74;81
Blur;X360;NULL;0,6;82
BMX XXX;GC;NULL;0,06;60
BMX XXX;PS2;NULL;0,15;54
BMX XXX;XB;NULL;0,11;NULL
Board Game Classics;GBA;NULL;0,08;NULL
Board Game: Top Shop;PS;NULL;0,02;NULL
Bob the Builder: Can We Fix It?;PS;NULL;0,57;NULL
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken;GBA;NULL;0,03;NULL
Bode Miller Alpine Skiing;PS2;NULL;0,03;NULL
Body and Brain Connection;X360;NULL;0,2;57
Body Harvest;N64;NULL;0,2;73
Bodycount;PS3;NULL;0,12;50
Bodycount;X360;NULL;0,11;53
Bogey: Dead 6;PS;NULL;0,09;NULL
Boing! Docomodake DS;DS;NULL;0,05;72
Boktai 2: Solar Boy Django;GBA;NULL;0,04;78
Boktai: The Sun Is in Your Hand;GBA;NULL;0,15;83
Boku no Natsuyasumi;PS;NULL;0,4;NULL
Boku no Natsuyasumi 2: Umi no Bouken Hen;PS2;NULL;0,41;NULL
Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan Boku to Himitsu no Chizu;PSP;NULL;0,19;NULL
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu;PSP;NULL;0,07;NULL
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!;PSP;NULL;0,1;NULL
Bolt;DS;NULL;0,62;NULL
Bolt;PS2;NULL;0,26;NULL
Bolt;PS3;NULL;0,19;59
Bolt;Wii;NULL;0,57;50
Bolt;X360;NULL;0,25;57
Bombastic;PS2;NULL;0,05;72
Bomberman;DS;NULL;0,16;75
Bomberman;NES;NULL;1,03;NULL
Bomberman;PSP;NULL;0,15;73
Bomberman;Wii;NULL;0,01;NULL
Bomberman (jp sales);PSP;NULL;0,01;NULL
Bomberman 2;DS;NULL;0,02;NULL
Bomberman 64;N64;NULL;1,04;NULL
Bomberman 64: The Second Attack!;N64;NULL;0,17;NULL
Bomberman B-Daman;SNES;NULL;0,17;NULL
Bomberman Fantasy Race;PS;NULL;0,02;NULL
Bomberman Generation;GC;NULL;0,25;81
Bomberman Hero;N64;NULL;0,47;NULL
Bomberman II;NES;NULL;0,44;NULL
Bomberman Jetters;GC;NULL;0,08;70
Bomberman Land;PS;NULL;0,16;NULL
Bomberman Land;PSP;NULL;0,06;NULL
Bomberman Land;Wii;NULL;0,17;57
Bomberman Land Touch!;DS;NULL;0,09;78
Bomberman Land Touch! 2;DS;NULL;0,16;74
Bomberman Max 2: Blue Advance;GBA;NULL;0,09;75
Bomberman Max 2: Red Advance;GBA;NULL;0,07;75
Bomberman Party Edition;PS;NULL;0,12;79
Bomberman Story DS;DS;NULL;0,02;NULL
Bomberman Tournament;GBA;NULL;0,25;NULL
Bomberman World;PS;NULL;0,33;NULL
Bomberman: Act Zero;X360;NULL;0,04;34
Boogie;DS;NULL;0,27;58
Boogie;PS2;NULL;0,19;52
Boogie;Wii;NULL;0,5;57
Boogie SuperStar;Wii;NULL;0,24;NULL
Book of Spells;PS3;NULL;0,7;NULL
Bookworm;DS;NULL;0,34;71
Bookworm;DS;NULL;0,34;80
Bookworm;GBA;NULL;0,03;NULL
Bookworm Deluxe;PC;NULL;0,01;NULL
Boom Blox;Wii;NULL;1,23;85
Boom Blox Bash Party;Wii;NULL;0,47;86
BoomBots;PS;NULL;0,11;NULL
Boot Camp Academy;Wii;NULL;0,03;NULL
Borderlands;PC;NULL;0,18;81
Borderlands;PS3;NULL;2,11;83
Borderlands;X360;NULL;3,44;84
Borderlands 2;PC;RPG / Action;0,93;89
Borderlands 2;PS3;RPG / Action;2,28;91
Borderlands 2;PSV;RPG / Action;0,83;NULL
Borderlands 2;X360;RPG / Action;3,07;89
Borderlands: Double Game Add-On Pack;X360;NULL;0,13;NULL
Borderlands: The Handsome Collection;PS4;NULL;0,84;82
Borderlands: The Handsome Collection;XOne;NULL;0,41;80
Borderlands: The Pre-Sequel;PC;RPG / Action;0,29;75
Borderlands: The Pre-Sequel;PS3;RPG / Action;0,67;77
Borderlands: The Pre-Sequel;X360;RPG / Action;0,75;74
Botanicula;PC;Adventure / Casual / Indie;0,03;82
Bottom of the 9th;N64;Strategy / Sports / Indie;0,37;NULL
Bottom of the 9th;PS;Strategy / Sports / Indie;0,14;NULL
Bottom of the 9th '97;PS;NULL;0,02;NULL
Bottom of the 9th '99;PS;NULL;0,05;NULL
Boulder Dash: Rocks!;DS;NULL;0,03;NULL
Bound by Flame;PS4;RPG / Action;0,19;53
Bound by Flame;X360;RPG / Action;0,01;56
Bounty Hounds;PSP;NULL;0,03;63
Boxer's Road;PS;NULL;0,36;NULL
Boxing;2600;NULL;0,77;NULL
Boxing;PS;NULL;0,07;NULL
Boxing Fever;GBA;NULL;0,08;76
BRAHMA Force: The Assault on Beltlogger 9;PS;NULL;0,03;NULL
Braid;PC;Strategy / Casual / Indie;0,03;90
Brain Age 2: More Training in Minutes a Day;DS;NULL;15,3;77
Brain Age: Concentration Training;3DS;NULL;0,09;69
Brain Age: Train Your Brain in Minutes a Day;DS;NULL;20,22;NULL
Brain Assist;DS;NULL;0,13;53
Brain Boost: Beta Wave;DS;NULL;0,15;39
Brain Boost: Gamma Wave;DS;NULL;0,15;40
Brain Challenge;DS;NULL;0,45;68
Brain Dead 13;PS;NULL;0,02;NULL
Brain Exercise With Dr. Kawashima;PC;NULL;0,01;NULL
Brain Quest: Grades 3 & 4;DS;NULL;0,07;NULL
Brain Quest: Grades 5 & 6;DS;NULL;0,11;NULL
Brain Voyage;DS;NULL;0,09;52
Brandish: The Dark Revenant;PSP;NULL;0,02;78
Bratz;GBA;NULL;0,13;NULL
Bratz 4 Real;DS;NULL;0,57;NULL
Bratz Kidz;DS;NULL;0,04;NULL
Bratz Kidz;Wii;NULL;0,17;NULL
Bratz Ponyz;DS;NULL;0,28;NULL
Bratz Ponyz 2;DS;NULL;0,26;NULL
Bratz: Forever Diamondz;DS;NULL;1,48;NULL
Bratz: Forever Diamondz;GC;NULL;0,21;NULL
Bratz: Forever Diamondz;PS2;NULL;0,01;NULL
Bratz: Girlz Really Rock;DS;NULL;0,32;NULL
Bratz: Girlz Really Rock;PS2;NULL;0,23;NULL
Bratz: Girlz Really Rock;Wii;NULL;0,21;NULL
Bratz: Rock Angelz;GBA;NULL;0,54;NULL
Bratz: Rock Angelz;GC;NULL;0,2;NULL
Bratz: Rock Angelz;PS2;NULL;0,38;60
Bratz: Super Babyz;DS;NULL;0,29;50
Bratz: The Movie;PS2;NULL;0,48;NULL
Bratz: The Movie;Wii;NULL;0,27;NULL
Brave Fencer Musashi;PS;NULL;1,14;81
Brave Story: Boku no Kioku to Negai;DS;NULL;0,02;NULL
Brave Story: New Traveler (US sales);PSP;NULL;0,11;NULL
Brave Story: New Traveller (jp sales);PSP;NULL;0,05;NULL
Brave: A Warrior's Tale;Wii;NULL;0,06;48
Brave: A Warrior's Tale;X360;NULL;0,06;42
Brave: The Video Game;DS;NULL;0,02;NULL
Brave: The Video Game;Wii;NULL;0,02;NULL
Bravely Default: Flying Fairy;3DS;NULL;1,38;NULL
Bravely Second: End Layer;3DS;NULL;0,47;81
Bravo Air Race;PS;NULL;0,14;NULL
Breach;PC;NULL;0,01;61
Break 'Em All;DS;NULL;0,12;68
Breakaway IV;2600;NULL;0,21;NULL
Breakdown;XB;NULL;0,12;NULL
Breakout;PS;Casual / Simulation / Action / Indie;0,11;NULL
Breath of Fire;GBA;NULL;0,22;79
Breath of Fire II;GBA;NULL;0,19;81
Breath of Fire II;SNES;NULL;0,36;NULL
Breath of Fire III;PS;NULL;1;NULL
Breath of Fire III;PSP;NULL;0,04;NULL
Breath of Fire IV;PS;NULL;0,56;83
Breath of Fire: Dragon Quarter;PS2;NULL;0,19;78
Breeding Stud 2;PS;NULL;0,04;NULL
Brian Lara Cricket;PS;NULL;1,26;NULL
Bridge;2600;NULL;0,27;NULL
Brigandine: The Legend of Forsena;PS;NULL;0,09;NULL
Brink;PC;Free to Play / Action;0,18;70
Brink;PS3;Free to Play / Action;0,74;72
Brink;X360;Free to Play / Action;1,04;68
Britney's Dance Beat;GBA;NULL;0,22;53
Britney's Dance Beat;PS2;NULL;0,24;63
Broken Helix;PS;NULL;0,06;NULL
Broken Sword 5: The Serpent's Curse;PS4;NULL;0,06;72
Broken Sword 5: The Serpent's Curse;XOne;NULL;0,01;77
Broken Sword II: The Smoking Mirror;PS;NULL;0,06;NULL
Broken Sword: Shadow of the Templars - The Director's Cut;Wii;NULL;0,24;74
Broken Sword: Shadows of the Templars - The Director's Cut;DS;NULL;0,17;NULL
Broken Sword: The Shadow of the Templars;GBA;NULL;0,06;80
Broken Sword: The Sleeping Dragon;XB;NULL;0,02;NULL
Brooktown High: Senior Year;PSP;NULL;0,1;NULL
Brothers Conflict: Brilliant Blue;PSP;NULL;0,03;NULL
